ID,No.,状态,补货计算异常,风控异常,生单异常,门店编码,门店名称,商品编码,商品名称,舍入值,系统补货数,人工检核补货数,差异值,覆盖期预测销售,安全库存量(计算时),常规陈列,额外陈列,预计期初库存,正常日均销量,补货日正价期初,在途（当日收）,在途（未来日收）,下发规则,熟码商品编码,大分类编码,大分类名称,中分类编码,中分类名称,小分类编码,小分类名称,商品状态,订货分类编码,订货分类名称,销售分类,订货方式,规格,物流模式,内部供应商编码,内部供应商名称,订货单位,大小店标识,商品等级,自定义标签,保质期(天),货架期（天）,折损系数,订货行程,计划交货天数,下一次订货间隔,补货日,预计到货日,补货策略,促销来源,促销开始时间,促销结束时间,最大陈列,最小陈列,陈列百分比,额外陈列量（计算时）,额外陈列百分比（计算时）,补货类型,促销日均销量,D-14销量,D-13销量,D-12销量,D-11销量,D-10销量,D-9销量,D-8销量,D-7销量,D-6销量,D-5销量,D-4销量,D-3销量,D-2销量,D-1销量,D-14markdown销量,D-13markdown销量,D-12markdown销量,D-11markdown销量,D-10markdown销量,D-9markdown销量,D-8markdown销量,D-7markdown销量,D-6markdown销量,D-5markdown销量,D-4markdown销量,D-3markdown销量,D-2markdown销量,D-1markdown销量,D预测销量,D+1预测销量,D+2预测销量,D+3预测销量,D+4预测销量,D+5预测销量,D+6预测销量,预测7日均值,服务水平（计算时）,安全库存量（服务水平）,安全库存上限（天）,安全库存下限（天）,安全库存量上限,安全库存量下限,档期内安全天数,总库存（计算时）,在途（计算时）,库存（实时）,实时库存同步时间,库存天数,补货后库存天数,再订货点,目标库存,需求量,需求单位,团购额外补货数,其他额外补货数,额外需求在途（计算时）,额外需求在途（当日收）,额外需求在途（未来日收）,检核修改原因,生单补货数,商品类型,D日正价销售,D日markdown销售,实时销售同步时间,商品标识
"125,821,616 ",268 ,默认正常,"（计算逻辑限制）补货计算时该店品库存大于再订货点库存
（计算逻辑限制）补货计算时该店品到货日期初库存大于目标库存",,,1041,凯德虹口店,50000175,照烧鸡腿肉串5串TeriyakiFlavourYakitori,25.00 ,0.00 ,0.00 ,0.00 ,7.20 ,9.90 ,2.00 ,0.00 ,34.10 ,8.30 ,16.00 ,25.00 ,0.00 ,CC&BB热柜推单,10004312,05,Chilled Convenience,0572,Chilled Prepared Food (RTC),057201,Ready Meals,1 可订货商品,7,RTC/RTE,热柜Hot Cabinet,中央订货,0.0一份,在库,DC04,奥乐齐DC04,EA,大店,A,,365,364,1,"1,2,3,4,5,6,7",1 ,1 ,2025-12-04,2025-12-05,常规策略,,,,4 ,2 ,40.00 ,,,动态补货,,12.00 ,9.00 ,10.00 ,9.00 ,6.00 ,5.00 ,8.00 ,9.00 ,7.00 ,11.00 ,9.00 ,7.00 ,8.00 ,6.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,1.00 ,0.00 ,2.00 ,0.00 ,4.00 ,0.00 ,3.00 ,6.90 ,7.20 ,9.20 ,9.00 ,5.20 ,5.90 ,5.90 ,7.10 ,0.97 ,0.00 ,3.00 ,1.50 ,19.87 ,9.94 ,0.00 ,16.00 ,25.00 ,41.00 ,2025-12-04 08:16:31,1.90 ,5.00 ,17.00 ,17.00 ,0.00 ,EA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,加工原材料,,,,生鲜
"125,819,571 ",269 ,默认正常,"（计算逻辑限制）补货计算时该店品库存大于再订货点库存
（计算逻辑限制）补货计算时该店品到货日期初库存大于目标库存",,,1042,光合新座店,50000175,照烧鸡腿肉串5串TeriyakiFlavourYakitori,25.00 ,0.00 ,0.00 ,0.00 ,4.60 ,6.00 ,2.00 ,0.00 ,17.80 ,6.70 ,22.00 ,0.00 ,0.00 ,CC&BB热柜推单,10004312,05,Chilled Convenience,0572,Chilled Prepared Food (RTC),057201,Ready Meals,1 可订货商品,7,RTC/RTE,热柜Hot Cabinet,中央订货,0.0一份,在库,DC04,奥乐齐DC04,EA,大店,A,,365,364,1,"1,2,3,4,5,6,7",1 ,1 ,2025-12-04,2025-12-05,常规策略,,,,4 ,2 ,40.00 ,,,动态补货,,6.00 ,7.00 ,11.00 ,7.00 ,6.00 ,5.00 ,10.00 ,5.00 ,11.00 ,6.00 ,7.00 ,6.00 ,5.00 ,6.00 ,3.00 ,3.00 ,5.00 ,3.00 ,4.00 ,3.00 ,2.00 ,1.00 ,3.00 ,1.00 ,0.00 ,1.00 ,2.00 ,0.00 ,4.20 ,4.60 ,5.20 ,5.80 ,3.80 ,4.40 ,4.00 ,4.30 ,0.97 ,0.00 ,3.00 ,1.50 ,11.94 ,5.97 ,0.00 ,22.00 ,0.00 ,18.00 ,2025-12-04 08:16:31,3.40 ,3.40 ,11.00 ,11.00 ,0.00 ,EA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,加工原材料,,,,生鲜
"125,758,391 ",270 ,默认正常,"（计算逻辑限制）补货计算时该店品库存大于再订货点库存
（计算逻辑限制）补货计算时该店品到货日期初库存大于目标库存",,,1043,招商花园城店,50000175,照烧鸡腿肉串5串TeriyakiFlavourYakitori,25.00 ,0.00 ,0.00 ,0.00 ,5.70 ,8.00 ,2.00 ,0.00 ,25.00 ,6.60 ,5.00 ,25.00 ,0.00 ,CC&BB热柜推单,10004312,05,Chilled Convenience,0572,Chilled Prepared Food (RTC),057201,Ready Meals,1 可订货商品,7,RTC/RTE,热柜Hot Cabinet,中央订货,0.0一份,在库,DC04,奥乐齐DC04,EA,大店,A,,365,364,1,"1,2,3,4,5,6,7",1 ,1 ,2025-12-04,2025-12-05,常规策略,,,,4 ,2 ,40.00 ,,,动态补货,,5.00 ,5.00 ,8.00 ,8.00 ,4.00 ,4.00 ,4.00 ,5.00 ,6.00 ,9.00 ,8.00 ,6.00 ,7.00 ,8.00 ,1.00 ,1.00 ,1.00 ,2.00 ,1.00 ,0.00 ,1.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,5.00 ,5.70 ,8.40 ,8.10 ,3.90 ,4.30 ,4.50 ,5.60 ,0.97 ,0.00 ,3.00 ,1.50 ,15.91 ,7.95 ,0.00 ,5.00 ,25.00 ,30.00 ,2025-12-04 08:16:31,0.80 ,4.70 ,14.00 ,14.00 ,0.00 ,EA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,加工原材料,1.00 ,0.00 ,07:00,生鲜
"125,774,751 ",271 ,默认正常,"（计算逻辑限制）补货计算时该店品库存大于再订货点库存
（计算逻辑限制）补货计算时该店品到货日期初库存大于目标库存",,,1044,凯德晶萃店,50000175,照烧鸡腿肉串5串TeriyakiFlavourYakitori,25.00 ,0.00 ,0.00 ,0.00 ,9.00 ,12.80 ,2.00 ,0.00 ,32.70 ,9.60 ,16.00 ,25.00 ,0.00 ,CC&BB热柜推单,10004312,05,Chilled Convenience,0572,Chilled Prepared Food (RTC),057201,Ready Meals,1 可订货商品,7,RTC/RTE,热柜Hot Cabinet,中央订货,0.0一份,在库,DC04,奥乐齐DC04,EA,大店,A,,365,364,1,"1,2,3,4,5,6,7",1 ,1 ,2025-12-04,2025-12-05,常规策略,,,,4 ,2 ,40.00 ,,,动态补货,,11.00 ,9.00 ,12.00 ,10.00 ,8.00 ,8.00 ,7.00 ,8.00 ,10.00 ,13.00 ,11.00 ,6.00 ,9.00 ,8.00 ,3.00 ,1.00 ,0.00 ,0.00 ,2.00 ,0.00 ,1.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,8.30 ,9.00 ,10.30 ,9.40 ,6.60 ,7.30 ,7.30 ,8.70 ,0.97 ,0.00 ,3.00 ,1.50 ,25.52 ,12.76 ,0.00 ,16.00 ,25.00 ,41.00 ,2025-12-04 08:16:31,1.60 ,4.10 ,22.00 ,22.00 ,0.00 ,EA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,加工原材料,,,,生鲜
"125,770,661 ",272 ,默认正常,"（计算逻辑限制）补货计算时该店品库存大于再订货点库存
（计算逻辑限制）补货计算时该店品到货日期初库存大于目标库存",,,1045,长宁龙之梦店,50000175,照烧鸡腿肉串5串TeriyakiFlavourYakitori,25.00 ,0.00 ,0.00 ,0.00 ,5.00 ,6.70 ,2.00 ,0.00 ,26.80 ,6.60 ,31.00 ,0.00 ,0.00 ,CC&BB热柜推单,10004312,05,Chilled Convenience,0572,Chilled Prepared Food (RTC),057201,Ready Meals,1 可订货商品,7,RTC/RTE,热柜Hot Cabinet,中央订货,0.0一份,在库,DC04,奥乐齐DC04,EA,大店,A,,365,364,1,"1,2,3,4,5,6,7",1 ,1 ,2025-12-04,2025-12-05,常规策略,,,,4 ,2 ,40.00 ,,,动态补货,,6.00 ,7.00 ,7.00 ,8.00 ,6.00 ,6.00 ,9.00 ,5.00 ,5.00 ,6.00 ,8.00 ,4.00 ,5.00 ,4.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,2.00 ,3.00 ,3.00 ,0.00 ,2.00 ,1.00 ,1.00 ,0.00 ,4.20 ,5.00 ,6.90 ,6.80 ,3.70 ,4.10 ,4.10 ,4.90 ,0.97 ,0.00 ,3.00 ,1.50 ,13.49 ,6.74 ,0.00 ,31.00 ,0.00 ,31.00 ,2025-12-04 08:16:31,4.70 ,4.70 ,12.00 ,12.00 ,0.00 ,EA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,加工原材料,,,,生鲜
"125,766,571 ",273 ,默认正常,"（计算逻辑限制）补货计算时该店品库存大于再订货点库存
（计算逻辑限制）补货计算时该店品到货日期初库存大于目标库存",,,1046,蟠龙天地店,50000175,照烧鸡腿肉串5串TeriyakiFlavourYakitori,25.00 ,0.00 ,0.00 ,0.00 ,8.70 ,11.60 ,2.00 ,0.00 ,40.50 ,11.20 ,22.00 ,25.00 ,0.00 ,CC&BB热柜推单,10004312,05,Chilled Convenience,0572,Chilled Prepared Food (RTC),057201,Ready Meals,1 可订货商品,7,RTC/RTE,热柜Hot Cabinet,中央订货,0.0一份,在库,DC04,奥乐齐DC04,EA,大店,A,,365,364,1,"1,2,3,4,5,6,7",1 ,1 ,2025-12-04,2025-12-05,常规策略,,,,4 ,2 ,40.00 ,,,动态补货,,6.00 ,5.00 ,22.00 ,27.00 ,6.00 ,9.00 ,9.00 ,7.00 ,8.00 ,17.00 ,13.00 ,5.00 ,5.00 ,10.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,6.50 ,8.70 ,16.20 ,16.30 ,5.30 ,5.70 ,6.10 ,9.10 ,0.97 ,0.00 ,3.00 ,1.50 ,23.15 ,11.58 ,0.00 ,22.00 ,25.00 ,42.00 ,2025-12-04 08:16:31,2.00 ,4.30 ,20.00 ,20.00 ,0.00 ,EA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,加工原材料,,,,生鲜
"125,801,236 ",274 ,默认正常,"（计算逻辑限制）补货计算时该店品库存大于再订货点库存
（计算逻辑限制）补货计算时该店品到货日期初库存大于目标库存",,,1048,徐汇龙华会店,50000175,照烧鸡腿肉串5串TeriyakiFlavourYakitori,25.00 ,0.00 ,0.00 ,0.00 ,5.50 ,7.30 ,2.00 ,0.00 ,23.50 ,5.70 ,28.00 ,0.00 ,0.00 ,CC&BB热柜推单,10004312,05,Chilled Convenience,0572,Chilled Prepared Food (RTC),057201,Ready Meals,1 可订货商品,7,RTC/RTE,热柜Hot Cabinet,中央订货,0.0一份,在库,DC04,奥乐齐DC04,EA,大店,A,,365,364,1,"1,2,3,4,5,6,7",1 ,1 ,2025-12-04,2025-12-05,常规策略,,,,4 ,2 ,40.00 ,,,动态补货,,8.00 ,5.00 ,5.00 ,7.00 ,7.00 ,4.00 ,8.00 ,6.00 ,4.00 ,7.00 ,7.00 ,4.00 ,4.00 ,5.00 ,3.00 ,0.00 ,3.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,4.50 ,5.50 ,7.10 ,6.60 ,3.90 ,4.30 ,4.50 ,5.10 ,0.97 ,0.00 ,3.00 ,1.50 ,14.58 ,7.29 ,0.00 ,28.00 ,0.00 ,24.00 ,2025-12-04 08:16:31,4.80 ,4.80 ,13.00 ,13.00 ,0.00 ,EA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,加工原材料,,,,生鲜
"125,780,886 ",275 ,默认正常,"（计算逻辑限制）补货计算时该店品库存大于再订货点库存
（计算逻辑限制）补货计算时该店品到货日期初库存大于目标库存",,,1049,松江开元地中海店,50000175,照烧鸡腿肉串5串TeriyakiFlavourYakitori,25.00 ,0.00 ,0.00 ,0.00 ,6.30 ,8.80 ,2.00 ,0.00 ,23.60 ,9.20 ,28.00 ,0.00 ,0.00 ,CC&BB热柜推单,10004312,05,Chilled Convenience,0572,Chilled Prepared Food (RTC),057201,Ready Meals,1 可订货商品,7,RTC/RTE,热柜Hot Cabinet,中央订货,0.0一份,在库,DC04,奥乐齐DC04,EA,大店,A,,365,364,1,"1,2,3,4,5,6,7",1 ,1 ,2025-12-04,2025-12-05,常规策略,,,,4 ,2 ,40.00 ,,,动态补货,,7.00 ,8.00 ,14.00 ,11.00 ,8.00 ,6.00 ,5.00 ,6.00 ,6.00 ,15.00 ,12.00 ,4.00 ,8.00 ,6.00 ,1.00 ,4.00 ,1.00 ,0.00 ,0.00 ,3.00 ,2.00 ,1.00 ,0.00 ,3.00 ,5.00 ,1.00 ,0.00 ,0.00 ,4.40 ,6.30 ,11.40 ,11.50 ,3.70 ,4.20 ,4.70 ,6.70 ,0.97 ,0.00 ,3.00 ,1.50 ,17.65 ,8.82 ,0.00 ,28.00 ,0.00 ,24.00 ,2025-12-04 08:16:31,3.10 ,3.10 ,15.00 ,15.00 ,0.00 ,EA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,加工原材料,,,,生鲜
"125,788,996 ",276 ,默认正常,"（计算逻辑限制）补货计算时该店品库存大于再订货点库存
（计算逻辑限制）补货计算时该店品到货日期初库存大于目标库存",,,1050,天安千树店,50000175,照烧鸡腿肉串5串TeriyakiFlavourYakitori,25.00 ,0.00 ,0.00 ,0.00 ,4.50 ,6.70 ,2.00 ,0.00 ,16.30 ,6.30 ,20.00 ,0.00 ,0.00 ,CC&BB热柜推单,10004312,05,Chilled Convenience,0572,Chilled Prepared Food (RTC),057201,Ready Meals,1 可订货商品,7,RTC/RTE,热柜Hot Cabinet,中央订货,0.0一份,在库,DC04,奥乐齐DC04,EA,大店,A,,365,364,1,"1,2,3,4,5,6,7",1 ,1 ,2025-12-04,2025-12-05,常规策略,,,,4 ,2 ,40.00 ,,,动态补货,,5.00 ,5.00 ,7.00 ,9.00 ,6.00 ,4.00 ,4.00 ,5.00 ,4.00 ,9.00 ,10.00 ,3.00 ,5.00 ,4.00 ,3.00 ,0.00 ,3.00 ,2.00 ,3.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,2.00 ,2.00 ,1.00 ,1.00 ,3.70 ,4.50 ,6.70 ,7.00 ,3.10 ,3.50 ,3.70 ,4.90 ,0.97 ,0.00 ,3.00 ,1.50 ,13.34 ,6.67 ,0.00 ,20.00 ,0.00 ,20.00 ,2025-12-04 08:16:31,3.20 ,3.20 ,11.00 ,11.00 ,0.00 ,EA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,加工原材料,,,,生鲜
"125,797,146 ",277 ,默认正常,"（计算逻辑限制）补货计算时该店品库存大于再订货点库存
（计算逻辑限制）补货计算时该店品到货日期初库存大于目标库存",,,1053,长泰广场店,50000175,照烧鸡腿肉串5串TeriyakiFlavourYakitori,25.00 ,0.00 ,0.00 ,0.00 ,9.90 ,13.20 ,2.00 ,0.00 ,54.40 ,12.20 ,36.00 ,25.00 ,0.00 ,CC&BB热柜推单,10004312,05,Chilled Convenience,0572,Chilled Prepared Food (RTC),057201,Ready Meals,1 可订货商品,7,RTC/RTE,热柜Hot Cabinet,中央订货,0.0一份,在库,DC04,奥乐齐DC04,EA,大店,A,,365,364,1,"1,2,3,4,5,6,7",1 ,1 ,2025-12-04,2025-12-05,常规策略,,,,4 ,2 ,40.00 ,,,动态补货,,11.00 ,11.00 ,15.00 ,17.00 ,6.00 ,14.00 ,13.00 ,14.00 ,11.00 ,16.00 ,16.00 ,13.00 ,11.00 ,6.00 ,5.00 ,0.00 ,0.00 ,0.00 ,2.00 ,4.00 ,6.00 ,6.00 ,1.00 ,3.00 ,0.00 ,2.00 ,3.00 ,0.00 ,6.70 ,9.90 ,14.90 ,15.90 ,5.90 ,7.10 ,6.90 ,9.30 ,0.97 ,0.00 ,3.00 ,1.50 ,26.38 ,13.19 ,0.00 ,36.00 ,25.00 ,61.00 ,2025-12-04 08:16:31,3.00 ,5.10 ,23.00 ,23.00 ,0.00 ,EA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,加工原材料,,,,生鲜
"125,762,481 ",278 ,默认正常,"（计算逻辑限制）补货计算时该店品库存大于再订货点库存
（计算逻辑限制）补货计算时该店品到货日期初库存大于目标库存",,,1055,浦东锦绣叁宸里店,50000175,照烧鸡腿肉串5串TeriyakiFlavourYakitori,25.00 ,0.00 ,0.00 ,0.00 ,4.50 ,6.30 ,2.00 ,0.00 ,17.70 ,6.10 ,22.00 ,0.00 ,0.00 ,CC&BB热柜推单,10004312,05,Chilled Convenience,0572,Chilled Prepared Food (RTC),057201,Ready Meals,1 可订货商品,7,RTC/RTE,热柜Hot Cabinet,中央订货,0.0一份,在库,DC04,奥乐齐DC04,EA,大店,A,,365,364,1,"1,2,3,4,5,6,7",1 ,1 ,2025-12-04,2025-12-05,常规策略,,,,4 ,2 ,40.00 ,,,动态补货,,7.00 ,7.00 ,7.00 ,7.00 ,5.00 ,4.00 ,6.00 ,5.00 ,4.00 ,9.00 ,7.00 ,7.00 ,5.00 ,5.00 ,1.00 ,1.00 ,3.00 ,0.00 ,0.00 ,0.00 ,2.00 ,3.00 ,2.00 ,1.00 ,2.00 ,3.00 ,1.00 ,0.00 ,4.30 ,4.50 ,6.60 ,6.40 ,3.10 ,3.50 ,3.70 ,4.50 ,0.97 ,0.00 ,3.00 ,1.50 ,12.51 ,6.26 ,0.00 ,22.00 ,0.00 ,22.00 ,2025-12-04 08:16:31,3.50 ,3.50 ,11.00 ,11.00 ,0.00 ,EA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,加工原材料,,,,生鲜
"125,768,616 ",279 ,默认正常,"（计算逻辑限制）补货计算时该店品库存大于再订货点库存
（计算逻辑限制）补货计算时该店品到货日期初库存大于目标库存",,,1056,松江泗泾店,50000175,照烧鸡腿肉串5串TeriyakiFlavourYakitori,25.00 ,0.00 ,0.00 ,0.00 ,3.40 ,4.90 ,2.00 ,0.00 ,12.20 ,5.00 ,15.00 ,0.00 ,0.00 ,CC&BB热柜推单,10004312,05,Chilled Convenience,0572,Chilled Prepared Food (RTC),057201,Ready Meals,1 可订货商品,7,RTC/RTE,热柜Hot Cabinet,中央订货,0.0一份,在库,DC04,奥乐齐DC04,EA,大店,A,,365,364,1,"1,2,3,4,5,6,7",1 ,1 ,2025-12-04,2025-12-05,常规策略,,,,4 ,2 ,40.00 ,,,动态补货,,5.00 ,5.00 ,6.00 ,6.00 ,3.00 ,3.00 ,6.00 ,3.00 ,5.00 ,8.00 ,7.00 ,5.00 ,3.00 ,3.00 ,2.00 ,0.00 ,1.00 ,1.00 ,0.00 ,1.00 ,2.00 ,1.00 ,1.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,2.80 ,3.40 ,5.50 ,5.40 ,2.00 ,2.20 ,2.40 ,3.60 ,0.97 ,0.00 ,3.00 ,1.50 ,9.80 ,4.90 ,0.00 ,15.00 ,0.00 ,12.00 ,2025-12-04 08:16:31,3.20 ,3.20 ,8.00 ,8.00 ,0.00 ,EA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,加工原材料,,,,生鲜
"125,764,526 ",280 ,默认正常,"（计算逻辑限制）补货计算时该店品库存大于再订货点库存
（计算逻辑限制）补货计算时该店品到货日期初库存大于目标库存",,,1057,徐汇光启城店,50000175,照烧鸡腿肉串5串TeriyakiFlavourYakitori,25.00 ,0.00 ,0.00 ,0.00 ,4.90 ,6.20 ,2.00 ,0.00 ,15.70 ,6.70 ,20.00 ,0.00 ,0.00 ,CC&BB热柜推单,10004312,05,Chilled Convenience,0572,Chilled Prepared Food (RTC),057201,Ready Meals,1 可订货商品,7,RTC/RTE,热柜Hot Cabinet,中央订货,0.0一份,在库,DC04,奥乐齐DC04,EA,大店,A,,365,364,1,"1,2,3,4,5,6,7",1 ,1 ,2025-12-04,2025-12-05,常规策略,,,,4 ,2 ,40.00 ,,,动态补货,,6.00 ,6.00 ,7.00 ,8.00 ,4.00 ,7.00 ,3.00 ,6.00 ,6.00 ,7.00 ,8.00 ,6.00 ,7.00 ,6.00 ,1.00 ,5.00 ,2.00 ,2.00 ,0.00 ,1.00 ,0.00 ,2.00 ,1.00 ,1.00 ,3.00 ,1.00 ,3.00 ,0.00 ,4.40 ,4.90 ,5.60 ,5.50 ,4.00 ,4.30 ,4.30 ,4.40 ,0.97 ,0.00 ,3.00 ,1.50 ,12.43 ,6.21 ,0.00 ,20.00 ,0.00 ,17.00 ,2025-12-04 08:16:31,2.90 ,2.90 ,11.00 ,11.00 ,0.00 ,EA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,加工原材料,,,,生鲜
"125,782,861 ",281 ,默认正常,"（计算逻辑限制）补货计算时该店品库存大于再订货点库存
（计算逻辑限制）补货计算时该店品到货日期初库存大于目标库存",,,1058,嘉亭荟店,50000175,照烧鸡腿肉串5串TeriyakiFlavourYakitori,25.00 ,0.00 ,0.00 ,0.00 ,10.60 ,14.10 ,2.00 ,0.00 ,27.30 ,11.30 ,35.00 ,0.00 ,0.00 ,CC&BB热柜推单,10004312,05,Chilled Convenience,0572,Chilled Prepared Food (RTC),057201,Ready Meals,1 可订货商品,7,RTC/RTE,热柜Hot Cabinet,中央订货,0.0一份,在库,DC04,奥乐齐DC04,EA,大店,A,,365,364,1,"1,2,3,4,5,6,7",1 ,1 ,2025-12-04,2025-12-05,常规策略,,,,4 ,2 ,40.00 ,,,动态补货,,14.00 ,14.00 ,17.00 ,17.00 ,9.00 ,7.00 ,7.00 ,7.00 ,9.00 ,16.00 ,22.00 ,5.00 ,8.00 ,10.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,7.70 ,10.60 ,17.50 ,17.70 ,6.10 ,6.90 ,7.50 ,10.40 ,0.97 ,0.00 ,3.00 ,1.50 ,28.28 ,14.14 ,0.00 ,35.00 ,0.00 ,35.00 ,2025-12-04 08:16:31,3.20 ,3.20 ,25.00 ,25.00 ,0.00 ,EA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,加工原材料,,,,生鲜
"125,791,041 ",282 ,默认正常,"（计算逻辑限制）补货计算时该店品库存大于再订货点库存
（计算逻辑限制）补货计算时该店品到货日期初库存大于目标库存",,,1059,徐汇万科中心店,50000175,照烧鸡腿肉串5串TeriyakiFlavourYakitori,25.00 ,0.00 ,0.00 ,0.00 ,7.10 ,10.50 ,2.00 ,0.00 ,18.60 ,8.80 ,25.00 ,0.00 ,0.00 ,CC&BB热柜推单,10004312,05,Chilled Convenience,0572,Chilled Prepared Food (RTC),057201,Ready Meals,1 可订货商品,7,RTC/RTE,热柜Hot Cabinet,中央订货,0.0一份,在库,DC04,奥乐齐DC04,EA,大店,A,,365,364,1,"1,2,3,4,5,6,7",1 ,1 ,2025-12-04,2025-12-05,常规策略,,,,4 ,2 ,40.00 ,,,动态补货,,8.00 ,9.00 ,11.00 ,12.00 ,8.00 ,9.00 ,8.00 ,5.00 ,8.00 ,11.00 ,14.00 ,7.00 ,5.00 ,5.00 ,0.00 ,1.00 ,0.00 ,1.00 ,2.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,6.40 ,7.10 ,9.90 ,9.90 ,5.30 ,5.70 ,5.90 ,7.60 ,0.97 ,0.00 ,3.00 ,1.50 ,20.91 ,10.45 ,0.00 ,25.00 ,0.00 ,25.00 ,2025-12-04 08:16:30,2.80 ,2.80 ,18.00 ,18.00 ,0.00 ,EA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,加工原材料,,,,生鲜
"125,772,706 ",283 ,默认正常,（无异常）该店品当日可以下单,,,1060,宝山三邻桥店,50000175,照烧鸡腿肉串5串TeriyakiFlavourYakitori,25.00 ,25.00 ,25.00 ,0.00 ,6.10 ,8.70 ,2.00 ,0.00 ,11.80 ,6.40 ,17.00 ,0.00 ,0.00 ,CC&BB热柜推单,10004312,05,Chilled Convenience,0572,Chilled Prepared Food (RTC),057201,Ready Meals,1 可订货商品,7,RTC/RTE,热柜Hot Cabinet,中央订货,0.0一份,在库,DC04,奥乐齐DC04,EA,大店,A,,365,364,1,"1,2,3,4,5,6,7",1 ,1 ,2025-12-04,2025-12-05,常规策略,,,,4 ,2 ,40.00 ,,,动态补货,,6.00 ,6.00 ,5.00 ,9.00 ,4.00 ,4.00 ,4.00 ,4.00 ,6.00 ,9.00 ,12.00 ,4.00 ,6.00 ,5.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,5.20 ,6.10 ,9.60 ,9.50 ,4.30 ,4.70 ,5.00 ,6.40 ,0.97 ,0.00 ,3.00 ,1.50 ,17.44 ,8.72 ,0.00 ,17.00 ,0.00 ,17.00 ,2025-12-04 08:16:31,2.70 ,6.60 ,15.00 ,15.00 ,3.00 ,EA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,加工原材料,,,,生鲜
"125,778,841 ",284 ,默认正常,"（计算逻辑限制）补货计算时该店品库存大于再订货点库存
（计算逻辑限制）补货计算时该店品到货日期初库存大于目标库存",,,1061,杨浦长白228街坊店,50000175,照烧鸡腿肉串5串TeriyakiFlavourYakitori,25.00 ,0.00 ,0.00 ,0.00 ,5.70 ,7.60 ,2.00 ,0.00 ,31.60 ,7.70 ,11.00 ,25.00 ,0.00 ,CC&BB热柜推单,10004312,05,Chilled Convenience,0572,Chilled Prepared Food (RTC),057201,Ready Meals,1 可订货商品,7,RTC/RTE,热柜Hot Cabinet,中央订货,0.0一份,在库,DC04,奥乐齐DC04,EA,大店,A,,365,364,1,"1,2,3,4,5,6,7",1 ,1 ,2025-12-04,2025-12-05,常规策略,,,,4 ,2 ,40.00 ,,,动态补货,,5.00 ,8.00 ,10.00 ,13.00 ,6.00 ,8.00 ,7.00 ,5.00 ,7.00 ,7.00 ,8.00 ,6.00 ,7.00 ,7.00 ,1.00 ,1.00 ,4.00 ,3.00 ,3.00 ,1.00 ,1.00 ,4.00 ,1.00 ,1.00 ,4.00 ,1.00 ,2.00 ,2.00 ,4.50 ,5.70 ,7.00 ,6.30 ,3.90 ,4.40 ,4.60 ,5.30 ,0.97 ,0.00 ,3.00 ,1.50 ,15.23 ,7.62 ,0.00 ,11.00 ,25.00 ,36.00 ,2025-12-04 08:16:31,1.40 ,4.70 ,13.00 ,13.00 ,0.00 ,EA,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,加工原材料,,,,生鲜
